city,city_ascii,ST,state_name
Carlisle,Carlisle,IA,Iowa
Rudd,Rudd,IA,Iowa
Decatur City,Decatur City,IA,Iowa
Kent,Kent,IA,Iowa
Sheffield,Sheffield,IA,Iowa
Boxholm,Boxholm,IA,Iowa
Ackley,Ackley,IA,Iowa
Winterset,Winterset,IA,Iowa
Moville,Moville,IA,Iowa
Clarion,Clarion,IA,Iowa
Silver City,Silver City,IA,Iowa
Harlan,Harlan,IA,Iowa
Merrill,Merrill,IA,Iowa
Corydon,Corydon,IA,Iowa
Central City,Central City,IA,Iowa
Hartwick,Hartwick,IA,Iowa
Maquoketa,Maquoketa,IA,Iowa
Kanawha,Kanawha,IA,Iowa
New Vienna,New Vienna,IA,Iowa
Green Mountain,Green Mountain,IA,Iowa
George,George,IA,Iowa
Carson,Carson,IA,Iowa
Coburg,Coburg,IA,Iowa
Beaconsfield,Beaconsfield,IA,Iowa
Williams,Williams,IA,Iowa
Woden,Woden,IA,Iowa
Hartford,Hartford,IA,Iowa
Corning,Corning,IA,Iowa
Milton,Milton,IA,Iowa
Bertram,Bertram,IA,Iowa
Ventura,Ventura,IA,Iowa
Beaverdale,Beaverdale,IA,Iowa
Stockport,Stockport,IA,Iowa
Parnell,Parnell,IA,Iowa
Portsmouth,Portsmouth,IA,Iowa
Calumet,Calumet,IA,Iowa
Orange City,Orange City,IA,Iowa
Craig,Craig,IA,Iowa
Preston,Preston,IA,Iowa
Washburn,Washburn,IA,Iowa
Marathon,Marathon,IA,Iowa
Martinsburg,Martinsburg,IA,Iowa
Jefferson,Jefferson,IA,Iowa
Douds,Douds,IA,Iowa
Marysville,Marysville,IA,Iowa
Treynor,Treynor,IA,Iowa
Grand River,Grand River,IA,Iowa
Hutchins,Hutchins,IA,Iowa
Delphos,Delphos,IA,Iowa
Curlew,Curlew,IA,Iowa
Buffalo Center,Buffalo Center,IA,Iowa
Lansing,Lansing,IA,Iowa
Thompson,Thompson,IA,Iowa
Melrose,Melrose,IA,Iowa
Fraser,Fraser,IA,Iowa
Ossian,Ossian,IA,Iowa
Drakesville,Drakesville,IA,Iowa
Woodburn,Woodburn,IA,Iowa
Bagley,Bagley,IA,Iowa
Homestead,Homestead,IA,Iowa
Westphalia,Westphalia,IA,Iowa
Osceola,Osceola,IA,Iowa
Miles,Miles,IA,Iowa
Rickardsville,Rickardsville,IA,Iowa
Lime Springs,Lime Springs,IA,Iowa
Stanley,Stanley,IA,Iowa
Dexter,Dexter,IA,Iowa
Battle Creek,Battle Creek,IA,Iowa
Harvey,Harvey,IA,Iowa
Knoxville,Knoxville,IA,Iowa
Bayard,Bayard,IA,Iowa
Hazleton,Hazleton,IA,Iowa
Clayton,Clayton,IA,Iowa
Quasqueton,Quasqueton,IA,Iowa
Mona,Mona,IA,Iowa
Rhodes,Rhodes,IA,Iowa
Lawton,Lawton,IA,Iowa
Eagle Grove,Eagle Grove,IA,Iowa
Asbury,Asbury,IA,Iowa
Libertyville,Libertyville,IA,Iowa
Marquette,Marquette,IA,Iowa
Holiday Lake,Holiday Lake,IA,Iowa
Bolan,Bolan,IA,Iowa
Lakota,Lakota,IA,Iowa
Camanche,Camanche,IA,Iowa
Amana,Amana,IA,Iowa
Andrew,Andrew,IA,Iowa
Protivin,Protivin,IA,Iowa
Paton,Paton,IA,Iowa
Center Point,Center Point,IA,Iowa
Red Oak,Red Oak,IA,Iowa
Rembrandt,Rembrandt,IA,Iowa
Elgin,Elgin,IA,Iowa
McGregor,McGregor,IA,Iowa
Beaver,Beaver,IA,Iowa
Centerville,Centerville,IA,Iowa
Millersburg,Millersburg,IA,Iowa
Dow City,Dow City,IA,Iowa
Hawkeye,Hawkeye,IA,Iowa
Harris,Harris,IA,Iowa
Mount Auburn,Mount Auburn,IA,Iowa
Larrabee,Larrabee,IA,Iowa
Sabula,Sabula,IA,Iowa
Woodbine,Woodbine,IA,Iowa
Breda,Breda,IA,Iowa
Guernsey,Guernsey,IA,Iowa
Sageville,Sageville,IA,Iowa
Earling,Earling,IA,Iowa
Baldwin,Baldwin,IA,Iowa
Robins,Robins,IA,Iowa
Glidden,Glidden,IA,Iowa
Barnes City,Barnes City,IA,Iowa
Searsboro,Searsboro,IA,Iowa
Kellerton,Kellerton,IA,Iowa
Kirkman,Kirkman,IA,Iowa
Batavia,Batavia,IA,Iowa
Early,Early,IA,Iowa
Castana,Castana,IA,Iowa
Blakesburg,Blakesburg,IA,Iowa
Madrid,Madrid,IA,Iowa
Britt,Britt,IA,Iowa
Glenwood,Glenwood,IA,Iowa
Welton,Welton,IA,Iowa
Woolstock,Woolstock,IA,Iowa
Colfax,Colfax,IA,Iowa
Pioneer,Pioneer,IA,Iowa
Ledyard,Ledyard,IA,Iowa
High Amana,High Amana,IA,Iowa
Melcher-Dallas,Melcher-Dallas,IA,Iowa
Grundy Center,Grundy Center,IA,Iowa
Dumont,Dumont,IA,Iowa
Brighton,Brighton,IA,Iowa
Otho,Otho,IA,Iowa
Van Horne,Van Horne,IA,Iowa
Johnston,Johnston,IA,Iowa
Bondurant,Bondurant,IA,Iowa
Cambridge,Cambridge,IA,Iowa
Fertile,Fertile,IA,Iowa
West Chester,West Chester,IA,Iowa
Bevington,Bevington,IA,Iowa
Le Mars,Le Mars,IA,Iowa
Essex,Essex,IA,Iowa
Garner,Garner,IA,Iowa
Oakland Acres,Oakland Acres,IA,Iowa
Morrison,Morrison,IA,Iowa
Gruver,Gruver,IA,Iowa
Gowrie,Gowrie,IA,Iowa
Walcott,Walcott,IA,Iowa
Ayrshire,Ayrshire,IA,Iowa
Tipton,Tipton,IA,Iowa
Marne,Marne,IA,Iowa
Benton,Benton,IA,Iowa
Liscomb,Liscomb,IA,Iowa
Lu Verne,Lu Verne,IA,Iowa
Salem,Salem,IA,Iowa
Randolph,Randolph,IA,Iowa
Sully,Sully,IA,Iowa
Montour,Montour,IA,Iowa
Carpenter,Carpenter,IA,Iowa
Dubuque,Dubuque,IA,Iowa
Low Moor,Low Moor,IA,Iowa
Kingsley,Kingsley,IA,Iowa
Ashton,Ashton,IA,Iowa
Udell,Udell,IA,Iowa
Kinross,Kinross,IA,Iowa
Scranton,Scranton,IA,Iowa
East Amana,East Amana,IA,Iowa
Larchwood,Larchwood,IA,Iowa
Urbana,Urbana,IA,Iowa
Durango,Durango,IA,Iowa
Mount Sterling,Mount Sterling,IA,Iowa
Fostoria,Fostoria,IA,Iowa
Bassett,Bassett,IA,Iowa
Farmington,Farmington,IA,Iowa
Earlham,Earlham,IA,Iowa
Evansdale,Evansdale,IA,Iowa
Story City,Story City,IA,Iowa
Waucoma,Waucoma,IA,Iowa
Waverly,Waverly,IA,Iowa
Somers,Somers,IA,Iowa
Colwell,Colwell,IA,Iowa
Traer,Traer,IA,Iowa
Minden,Minden,IA,Iowa
Morley,Morley,IA,Iowa
Columbus Junction,Columbus Junction,IA,Iowa
Clemons,Clemons,IA,Iowa
Riceville,Riceville,IA,Iowa
Hospers,Hospers,IA,Iowa
Magnolia,Magnolia,IA,Iowa
Greenville,Greenville,IA,Iowa
Council Bluffs,Council Bluffs,IA,Iowa
Beacon,Beacon,IA,Iowa
McClelland,McClelland,IA,Iowa
South Amana,South Amana,IA,Iowa
Oakville,Oakville,IA,Iowa
Soldier,Soldier,IA,Iowa
Beaman,Beaman,IA,Iowa
Shannon City,Shannon City,IA,Iowa
Wallingford,Wallingford,IA,Iowa
Deloit,Deloit,IA,Iowa
Onslow,Onslow,IA,Iowa
Linden,Linden,IA,Iowa
St. Charles,St. Charles,IA,Iowa
Vining,Vining,IA,Iowa
Floyd,Floyd,IA,Iowa
Doon,Doon,IA,Iowa
Avoca,Avoca,IA,Iowa
Bedford,Bedford,IA,Iowa
Greeley,Greeley,IA,Iowa
Stanhope,Stanhope,IA,Iowa
Alleman,Alleman,IA,Iowa
Clearfield,Clearfield,IA,Iowa
Sigourney,Sigourney,IA,Iowa
Popejoy,Popejoy,IA,Iowa
Barnum,Barnum,IA,Iowa
Numa,Numa,IA,Iowa
Plano,Plano,IA,Iowa
Jolley,Jolley,IA,Iowa
Havelock,Havelock,IA,Iowa
Orchard,Orchard,IA,Iowa
Prairieburg,Prairieburg,IA,Iowa
Columbus City,Columbus City,IA,Iowa
Correctionville,Correctionville,IA,Iowa
Schaller,Schaller,IA,Iowa
Auburn,Auburn,IA,Iowa
Manilla,Manilla,IA,Iowa
Logan,Logan,IA,Iowa
New Hampton,New Hampton,IA,Iowa
Rock Valley,Rock Valley,IA,Iowa
Moulton,Moulton,IA,Iowa
Blairstown,Blairstown,IA,Iowa
Lake Mills,Lake Mills,IA,Iowa
Martelle,Martelle,IA,Iowa
University Park,University Park,IA,Iowa
River Sioux,River Sioux,IA,Iowa
Dyersville,Dyersville,IA,Iowa
Oxford,Oxford,IA,Iowa
Marcus,Marcus,IA,Iowa
Mapleton,Mapleton,IA,Iowa
Rutland,Rutland,IA,Iowa
Charles City,Charles City,IA,Iowa
Belle Plaine,Belle Plaine,IA,Iowa
Ollie,Ollie,IA,Iowa
Readlyn,Readlyn,IA,Iowa
Earlville,Earlville,IA,Iowa
Portland,Portland,IA,Iowa
Hartley,Hartley,IA,Iowa
Orient,Orient,IA,Iowa
Shell Rock,Shell Rock,IA,Iowa
Fruitland,Fruitland,IA,Iowa
West Point,West Point,IA,Iowa
Perry,Perry,IA,Iowa
Deep River,Deep River,IA,Iowa
Sloan,Sloan,IA,Iowa
Blockton,Blockton,IA,Iowa
Arion,Arion,IA,Iowa
Ottosen,Ottosen,IA,Iowa
Panorama Park,Panorama Park,IA,Iowa
Hepburn,Hepburn,IA,Iowa
Renwick,Renwick,IA,Iowa
Randall,Randall,IA,Iowa
Lawler,Lawler,IA,Iowa
Hayesville,Hayesville,IA,Iowa
Coulter,Coulter,IA,Iowa
Humboldt,Humboldt,IA,Iowa
Struble,Struble,IA,Iowa
Mount Pleasant,Mount Pleasant,IA,Iowa
Iowa Falls,Iowa Falls,IA,Iowa
Arlington,Arlington,IA,Iowa
West Branch,West Branch,IA,Iowa
Leighton,Leighton,IA,Iowa
Atkins,Atkins,IA,Iowa
Newell,Newell,IA,Iowa
Houghton,Houghton,IA,Iowa
Morning Sun,Morning Sun,IA,Iowa
Farmersburg,Farmersburg,IA,Iowa
Blue Grass,Blue Grass,IA,Iowa
Prescott,Prescott,IA,Iowa
Garrison,Garrison,IA,Iowa
Dana,Dana,IA,Iowa
Galt,Galt,IA,Iowa
Charlotte,Charlotte,IA,Iowa
Rochester,Rochester,IA,Iowa
Shelby,Shelby,IA,Iowa
Cherokee,Cherokee,IA,Iowa
Patterson,Patterson,IA,Iowa
Dayton,Dayton,IA,Iowa
Algona,Algona,IA,Iowa
Brooklyn,Brooklyn,IA,Iowa
Chester,Chester,IA,Iowa
Bradgate,Bradgate,IA,Iowa
Blencoe,Blencoe,IA,Iowa
Duncan,Duncan,IA,Iowa
Ringsted,Ringsted,IA,Iowa
University Heights,University Heights,IA,Iowa
Lake Park,Lake Park,IA,Iowa
Bankston,Bankston,IA,Iowa
Alexander,Alexander,IA,Iowa
Guthrie Center,Guthrie Center,IA,Iowa
Walford,Walford,IA,Iowa
Wellman,Wellman,IA,Iowa
Vincent,Vincent,IA,Iowa
Hedrick,Hedrick,IA,Iowa
Lost Nation,Lost Nation,IA,Iowa
Maurice,Maurice,IA,Iowa
Harpers Ferry,Harpers Ferry,IA,Iowa
Lake Panorama,Lake Panorama,IA,Iowa
Manning,Manning,IA,Iowa
Manly,Manly,IA,Iowa
Lisbon,Lisbon,IA,Iowa
Thayer,Thayer,IA,Iowa
Gilmore City,Gilmore City,IA,Iowa
Toledo,Toledo,IA,Iowa
Clarinda,Clarinda,IA,Iowa
Conroy,Conroy,IA,Iowa
New Liberty,New Liberty,IA,Iowa
Chatsworth,Chatsworth,IA,Iowa
Thor,Thor,IA,Iowa
Berkley,Berkley,IA,Iowa
Yetter,Yetter,IA,Iowa
Prairie City,Prairie City,IA,Iowa
Lowden,Lowden,IA,Iowa
Leon,Leon,IA,Iowa
Eddyville,Eddyville,IA,Iowa
Meservey,Meservey,IA,Iowa
Kiron,Kiron,IA,Iowa
Epworth,Epworth,IA,Iowa
Spillville,Spillville,IA,Iowa
Ruthven,Ruthven,IA,Iowa
California Junction,California Junction,IA,Iowa
Leland,Leland,IA,Iowa
St. Ansgar,St. Ansgar,IA,Iowa
Mystic,Mystic,IA,Iowa
Buckeye,Buckeye,IA,Iowa
Belmond,Belmond,IA,Iowa
Monroe,Monroe,IA,Iowa
Pomeroy,Pomeroy,IA,Iowa
Grant,Grant,IA,Iowa
West Union,West Union,IA,Iowa
Cumming,Cumming,IA,Iowa
Luxemburg,Luxemburg,IA,Iowa
Delhi,Delhi,IA,Iowa
Paullina,Paullina,IA,Iowa
Monticello,Monticello,IA,Iowa
Athelstan,Athelstan,IA,Iowa
Bartlett,Bartlett,IA,Iowa
Malvern,Malvern,IA,Iowa
Clermont,Clermont,IA,Iowa
Ottumwa,Ottumwa,IA,Iowa
Hastings,Hastings,IA,Iowa
Dysart,Dysart,IA,Iowa
Terril,Terril,IA,Iowa
Truesdale,Truesdale,IA,Iowa
Lester,Lester,IA,Iowa
Bancroft,Bancroft,IA,Iowa
Wayland,Wayland,IA,Iowa
Plainfield,Plainfield,IA,Iowa
Dixon,Dixon,IA,Iowa
Denison,Denison,IA,Iowa
College Springs,College Springs,IA,Iowa
Garden Grove,Garden Grove,IA,Iowa
Fremont,Fremont,IA,Iowa
New Albin,New Albin,IA,Iowa
Jacksonville,Jacksonville,IA,Iowa
Thurman,Thurman,IA,Iowa
Whitten,Whitten,IA,Iowa
Arthur,Arthur,IA,Iowa
Lynnville,Lynnville,IA,Iowa
Oelwein,Oelwein,IA,Iowa
Coon Rapids,Coon Rapids,IA,Iowa
Palo,Palo,IA,Iowa
Hopkinton,Hopkinton,IA,Iowa
Middle Amana,Middle Amana,IA,Iowa
Tabor,Tabor,IA,Iowa
Palmer,Palmer,IA,Iowa
Northboro,Northboro,IA,Iowa
Quimby,Quimby,IA,Iowa
Melbourne,Melbourne,IA,Iowa
Dedham,Dedham,IA,Iowa
Stuart,Stuart,IA,Iowa
Hudson,Hudson,IA,Iowa
Clinton,Clinton,IA,Iowa
Greenfield,Greenfield,IA,Iowa
Storm Lake,Storm Lake,IA,Iowa
Fredericksburg,Fredericksburg,IA,Iowa
Farragut,Farragut,IA,Iowa
Tingley,Tingley,IA,Iowa
Macksburg,Macksburg,IA,Iowa
Sioux City,Sioux City,IA,Iowa
Atlantic,Atlantic,IA,Iowa
Delta,Delta,IA,Iowa
Linn Grove,Linn Grove,IA,Iowa
Ute,Ute,IA,Iowa
Adair,Adair,IA,Iowa
Riverton,Riverton,IA,Iowa
Sac City,Sac City,IA,Iowa
Winthrop,Winthrop,IA,Iowa
Armstrong,Armstrong,IA,Iowa
Willey,Willey,IA,Iowa
Packwood,Packwood,IA,Iowa
Rock Rapids,Rock Rapids,IA,Iowa
Garber,Garber,IA,Iowa
Monmouth,Monmouth,IA,Iowa
Shenandoah,Shenandoah,IA,Iowa
Saylorville,Saylorville,IA,Iowa
Casey,Casey,IA,Iowa
McCausland,McCausland,IA,Iowa
Walker,Walker,IA,Iowa
Harcourt,Harcourt,IA,Iowa
Buffalo,Buffalo,IA,Iowa
Albion,Albion,IA,Iowa
Hampton,Hampton,IA,Iowa
Whiting,Whiting,IA,Iowa
Westwood,Westwood,IA,Iowa
Otranto,Otranto,IA,Iowa
Pocahontas,Pocahontas,IA,Iowa
Moorland,Moorland,IA,Iowa
Afton,Afton,IA,Iowa
Newhall,Newhall,IA,Iowa
Keswick,Keswick,IA,Iowa
Clutier,Clutier,IA,Iowa
Sherrill,Sherrill,IA,Iowa
Dunlap,Dunlap,IA,Iowa
Alden,Alden,IA,Iowa
Nichols,Nichols,IA,Iowa
Cresco,Cresco,IA,Iowa
Ryan,Ryan,IA,Iowa
Eldora,Eldora,IA,Iowa
Dallas Center,Dallas Center,IA,Iowa
Springbrook,Springbrook,IA,Iowa
Victor,Victor,IA,Iowa
Letts,Letts,IA,Iowa
Castalia,Castalia,IA,Iowa
Collins,Collins,IA,Iowa
Churdan,Churdan,IA,Iowa
Coalville,Coalville,IA,Iowa
Fort Madison,Fort Madison,IA,Iowa
Underwood,Underwood,IA,Iowa
Rowley,Rowley,IA,Iowa
Slater,Slater,IA,Iowa
Bode,Bode,IA,Iowa
Cumberland,Cumberland,IA,Iowa
Volga,Volga,IA,Iowa
Derby,Derby,IA,Iowa
De Soto,De Soto,IA,Iowa
Clare,Clare,IA,Iowa
Tennant,Tennant,IA,Iowa
Grinnell,Grinnell,IA,Iowa
Hardy,Hardy,IA,Iowa
Maysville,Maysville,IA,Iowa
Aspinwall,Aspinwall,IA,Iowa
Lake City,Lake City,IA,Iowa
Gladbrook,Gladbrook,IA,Iowa
Bettendorf,Bettendorf,IA,Iowa
Edgewood,Edgewood,IA,Iowa
Fayette,Fayette,IA,Iowa
Northwood,Northwood,IA,Iowa
Braddyville,Braddyville,IA,Iowa
Dougherty,Dougherty,IA,Iowa
Huxley,Huxley,IA,Iowa
Emerson,Emerson,IA,Iowa
Archer,Archer,IA,Iowa
Ankeny,Ankeny,IA,Iowa
Radcliffe,Radcliffe,IA,Iowa
Le Claire,Le Claire,IA,Iowa
Wiota,Wiota,IA,Iowa
Swisher,Swisher,IA,Iowa
Everly,Everly,IA,Iowa
Lohrville,Lohrville,IA,Iowa
Davenport,Davenport,IA,Iowa
New Providence,New Providence,IA,Iowa
Mount Vernon,Mount Vernon,IA,Iowa
Lone Tree,Lone Tree,IA,Iowa
Mediapolis,Mediapolis,IA,Iowa
Solon,Solon,IA,Iowa
Joice,Joice,IA,Iowa
State Center,State Center,IA,Iowa
Hiawatha,Hiawatha,IA,Iowa
Fredonia,Fredonia,IA,Iowa
Williamsburg,Williamsburg,IA,Iowa
Sun Valley Lake,Sun Valley Lake,IA,Iowa
Worthington,Worthington,IA,Iowa
Badger,Badger,IA,Iowa
Superior,Superior,IA,Iowa
Walnut,Walnut,IA,Iowa
Mitchell,Mitchell,IA,Iowa
Dike,Dike,IA,Iowa
Ferguson,Ferguson,IA,Iowa
Brayton,Brayton,IA,Iowa
Halbur,Halbur,IA,Iowa
West Des Moines,West Des Moines,IA,Iowa
Pisgah,Pisgah,IA,Iowa
Onawa,Onawa,IA,Iowa
Persia,Persia,IA,Iowa
Baxter,Baxter,IA,Iowa
Bentley,Bentley,IA,Iowa
Bridgewater,Bridgewater,IA,Iowa
Cromwell,Cromwell,IA,Iowa
Buck Grove,Buck Grove,IA,Iowa
Diagonal,Diagonal,IA,Iowa
Dolliver,Dolliver,IA,Iowa
Creston,Creston,IA,Iowa
Hanlontown,Hanlontown,IA,Iowa
Loveland,Loveland,IA,Iowa
Farnhamville,Farnhamville,IA,Iowa
Audubon,Audubon,IA,Iowa
Ionia,Ionia,IA,Iowa
Anita,Anita,IA,Iowa
Lacona,Lacona,IA,Iowa
Jesup,Jesup,IA,Iowa
Thornburg,Thornburg,IA,Iowa
Pella,Pella,IA,Iowa
Seymour,Seymour,IA,Iowa
Lamont,Lamont,IA,Iowa
Villisca,Villisca,IA,Iowa
Lamoni,Lamoni,IA,Iowa
McCallsburg,McCallsburg,IA,Iowa
Polk City,Polk City,IA,Iowa
Holland,Holland,IA,Iowa
Ackworth,Ackworth,IA,Iowa
Westgate,Westgate,IA,Iowa
North Liberty,North Liberty,IA,Iowa
Clear Lake,Clear Lake,IA,Iowa
Alta Vista,Alta Vista,IA,Iowa
Clio,Clio,IA,Iowa
Kelley,Kelley,IA,Iowa
Parkersburg,Parkersburg,IA,Iowa
Agency,Agency,IA,Iowa
Gravity,Gravity,IA,Iowa
Pulaski,Pulaski,IA,Iowa
Kimballton,Kimballton,IA,Iowa
Floris,Floris,IA,Iowa
Alton,Alton,IA,Iowa
Pleasant Hill,Pleasant Hill,IA,Iowa
Laurens,Laurens,IA,Iowa
Clive,Clive,IA,Iowa
Oxford Junction,Oxford Junction,IA,Iowa
Runnells,Runnells,IA,Iowa
Holstein,Holstein,IA,Iowa
Grand Mound,Grand Mound,IA,Iowa
Manchester,Manchester,IA,Iowa
Gilman,Gilman,IA,Iowa
Bernard,Bernard,IA,Iowa
Lovilia,Lovilia,IA,Iowa
Elberon,Elberon,IA,Iowa
Ralston,Ralston,IA,Iowa
Latimer,Latimer,IA,Iowa
Farley,Farley,IA,Iowa
Gray,Gray,IA,Iowa
Colo,Colo,IA,Iowa
Dakota City,Dakota City,IA,Iowa
Denmark,Denmark,IA,Iowa
Nodaway,Nodaway,IA,Iowa
Gibson,Gibson,IA,Iowa
Graf,Graf,IA,Iowa
Klemme,Klemme,IA,Iowa
Kirkville,Kirkville,IA,Iowa
Humeston,Humeston,IA,Iowa
Andover,Andover,IA,Iowa
Unionville,Unionville,IA,Iowa
Sibley,Sibley,IA,Iowa
Maynard,Maynard,IA,Iowa
Nemaha,Nemaha,IA,Iowa
Middletown,Middletown,IA,Iowa
Dundee,Dundee,IA,Iowa
Diamondhead Lake,Diamondhead Lake,IA,Iowa
Rowan,Rowan,IA,Iowa
Massena,Massena,IA,Iowa
Duncombe,Duncombe,IA,Iowa
New Virginia,New Virginia,IA,Iowa
Ames,Ames,IA,Iowa
Davis City,Davis City,IA,Iowa
Waukon,Waukon,IA,Iowa
Bristow,Bristow,IA,Iowa
Alvord,Alvord,IA,Iowa
Rodney,Rodney,IA,Iowa
Bronson,Bronson,IA,Iowa
New Sharon,New Sharon,IA,Iowa
Oakland,Oakland,IA,Iowa
Ellsworth,Ellsworth,IA,Iowa
Watkins,Watkins,IA,Iowa
West Amana,West Amana,IA,Iowa
Anamosa,Anamosa,IA,Iowa
Elkport,Elkport,IA,Iowa
Boyden,Boyden,IA,Iowa
Oto,Oto,IA,Iowa
Wadena,Wadena,IA,Iowa
Steamboat Rock,Steamboat Rock,IA,Iowa
Hamburg,Hamburg,IA,Iowa
Mason City,Mason City,IA,Iowa
Norway,Norway,IA,Iowa
Garden City,Garden City,IA,Iowa
Lakeside,Lakeside,IA,Iowa
Fonda,Fonda,IA,Iowa
Crystal Lake,Crystal Lake,IA,Iowa
Iowa City,Iowa City,IA,Iowa
Osage,Osage,IA,Iowa
Hubbard,Hubbard,IA,Iowa
Russell,Russell,IA,Iowa
Tripoli,Tripoli,IA,Iowa
Dickens,Dickens,IA,Iowa
La Porte City,La Porte City,IA,Iowa
Raymond,Raymond,IA,Iowa
Nora Springs,Nora Springs,IA,Iowa
Grafton,Grafton,IA,Iowa
Valeria,Valeria,IA,Iowa
Ridgeway,Ridgeway,IA,Iowa
Albia,Albia,IA,Iowa
Sheldon,Sheldon,IA,Iowa
Charter Oak,Charter Oak,IA,Iowa
Stout,Stout,IA,Iowa
Bloomfield,Bloomfield,IA,Iowa
Pleasantville,Pleasantville,IA,Iowa
Laurel,Laurel,IA,Iowa
St. Joseph,St. Joseph,IA,Iowa
Promise City,Promise City,IA,Iowa
Postville,Postville,IA,Iowa
Coralville,Coralville,IA,Iowa
Riverside,Riverside,IA,Iowa
Rock Falls,Rock Falls,IA,Iowa
Dunkerton,Dunkerton,IA,Iowa
McIntire,McIntire,IA,Iowa
Kellogg,Kellogg,IA,Iowa
Reinbeck,Reinbeck,IA,Iowa
Lincoln,Lincoln,IA,Iowa
Spragueville,Spragueville,IA,Iowa
Conrad,Conrad,IA,Iowa
Janesville,Janesville,IA,Iowa
Delaware,Delaware,IA,Iowa
Keystone,Keystone,IA,Iowa
Marshalltown,Marshalltown,IA,Iowa
Shueyville,Shueyville,IA,Iowa
Twin Lakes,Twin Lakes,IA,Iowa
Wesley,Wesley,IA,Iowa
Rippey,Rippey,IA,Iowa
West Burlington,West Burlington,IA,Iowa
Conway,Conway,IA,Iowa
Washington,Washington,IA,Iowa
Stratford,Stratford,IA,Iowa
St. Marys,St. Marys,IA,Iowa
Corley,Corley,IA,Iowa
Owasa,Owasa,IA,Iowa
Williamson,Williamson,IA,Iowa
Cleghorn,Cleghorn,IA,Iowa
Sharpsburg,Sharpsburg,IA,Iowa
Springville,Springville,IA,Iowa
Mount Union,Mount Union,IA,Iowa
Mechanicsville,Mechanicsville,IA,Iowa
Fenton,Fenton,IA,Iowa
Percival,Percival,IA,Iowa
Coppock,Coppock,IA,Iowa
Albert City,Albert City,IA,Iowa
Weston,Weston,IA,Iowa
Primghar,Primghar,IA,Iowa
Urbandale,Urbandale,IA,Iowa
Dawson,Dawson,IA,Iowa
Goldfield,Goldfield,IA,Iowa
Pierson,Pierson,IA,Iowa
Leando,Leando,IA,Iowa
Corwith,Corwith,IA,Iowa
Boone,Boone,IA,Iowa
Shambaugh,Shambaugh,IA,Iowa
Garnavillo,Garnavillo,IA,Iowa
Montrose,Montrose,IA,Iowa
Arnolds Park,Arnolds Park,IA,Iowa
Smithland,Smithland,IA,Iowa
Spirit Lake,Spirit Lake,IA,Iowa
Westfield,Westfield,IA,Iowa
West Falmouth,West Falmouth,MA,Massachusetts
Peabody,Peabody,MA,Massachusetts
Amherst Center,Amherst Center,MA,Massachusetts
Siasconset,Siasconset,MA,Massachusetts
South Dennis,South Dennis,MA,Massachusetts
Methuen Town,Methuen Town,MA,Massachusetts
Shelburne Falls,Shelburne Falls,MA,Massachusetts
West Concord,West Concord,MA,Massachusetts
North Scituate,North Scituate,MA,Massachusetts
White Island Shores,White Island Shores,MA,Massachusetts
Holyoke,Holyoke,MA,Massachusetts
North Amherst,North Amherst,MA,Massachusetts
Gloucester,Gloucester,MA,Massachusetts
Boston,Boston,MA,Massachusetts
Devens,Devens,MA,Massachusetts
North Lakeville,North Lakeville,MA,Massachusetts
Sagamore,Sagamore,MA,Massachusetts
Haverhill,Haverhill,MA,Massachusetts
Forestdale,Forestdale,MA,Massachusetts
West Springfield Town,West Springfield Town,MA,Massachusetts
Southbridge Town,Southbridge Town,MA,Massachusetts
Everett,Everett,MA,Massachusetts
Woburn,Woburn,MA,Massachusetts
Newton,Newton,MA,Massachusetts
Somerville,Somerville,MA,Massachusetts
Pinehurst,Pinehurst,MA,Massachusetts
Woods Hole,Woods Hole,MA,Massachusetts
Cochituate,Cochituate,MA,Massachusetts
Monument Beach,Monument Beach,MA,Massachusetts
Leominster,Leominster,MA,Massachusetts
Harwich Center,Harwich Center,MA,Massachusetts
Northwest Harwich,Northwest Harwich,MA,Massachusetts
North Plymouth,North Plymouth,MA,Massachusetts
Norton Center,Norton Center,MA,Massachusetts
Fitchburg,Fitchburg,MA,Massachusetts
South Ashburnham,South Ashburnham,MA,Massachusetts
West Wareham,West Wareham,MA,Massachusetts
The Pinehills,The Pinehills,MA,Massachusetts
Marshfield Hills,Marshfield Hills,MA,Massachusetts
Ocean Grove,Ocean Grove,MA,Massachusetts
Winthrop Town,Winthrop Town,MA,Massachusetts
Southfield,Southfield,MA,Massachusetts
Taunton,Taunton,MA,Massachusetts
Amesbury Town,Amesbury Town,MA,Massachusetts
Agawam Town,Agawam Town,MA,Massachusetts
East Falmouth,East Falmouth,MA,Massachusetts
Springfield,Springfield,MA,Massachusetts
Northampton,Northampton,MA,Massachusetts
Revere,Revere,MA,Massachusetts
Millis-Clicquot,Millis-Clicquot,MA,Massachusetts
South Deerfield,South Deerfield,MA,Massachusetts
Worcester,Worcester,MA,Massachusetts
West Yarmouth,West Yarmouth,MA,Massachusetts
Bliss Corner,Bliss Corner,MA,Massachusetts
Littleton Common,Littleton Common,MA,Massachusetts
New Seabury,New Seabury,MA,Massachusetts
Marlborough,Marlborough,MA,Massachusetts
Hanscom AFB,Hanscom AFB,MA,Massachusetts
Popponesset Island,Popponesset Island,MA,Massachusetts
New Bedford,New Bedford,MA,Massachusetts
Mansfield Center,Mansfield Center,MA,Massachusetts
